year,gender,age,MYE,flag,min
1995,M,41,10269,TRUE,10013
1995,M,42,10161,TRUE,10115
1995,M,43,9659,TRUE,9624
1995,M,44,9780,FALSE,9780
1995,M,45,9743,FALSE,9743
1995,M,46,9667,FALSE,9667
1995,M,47,9686,FALSE,9686
1995,M,48,9906,FALSE,9906
1995,M,49,9279,FALSE,9279
1995,M,50,9104,FALSE,9104
1995,M,51,9217,FALSE,9217
1995,M,52,9038,FALSE,9038
1995,M,53,8224,FALSE,8224
1995,M,54,7602,FALSE,7602
1995,M,55,7454,FALSE,7454
1995,M,56,7515,FALSE,7515
1995,M,57,7360,FALSE,7360
1995,M,58,7349,FALSE,7349
1995,M,59,7145,FALSE,7145
1995,M,60,6722,FALSE,6722
1995,M,61,6613,FALSE,6613
1995,M,62,6472,FALSE,6472
1995,M,63,6416,FALSE,6416
1995,M,64,6326,FALSE,6326
1995,M,65,6181,FALSE,6181
1995,M,66,5926,FALSE,5926
1995,M,67,5687,FALSE,5687
1995,M,68,5805,FALSE,5805
1995,M,69,5692,FALSE,5692
1995,M,70,5387,FALSE,5387
1995,M,71,5161,FALSE,5161
1995,M,72,4778,FALSE,4778
1995,M,73,4691,FALSE,4691
1995,M,74,4577,FALSE,4577
1995,M,75,4331,FALSE,4331
1995,M,76,3586,FALSE,3586
1995,M,77,3001,FALSE,3001
1995,M,78,2920,FALSE,2920
1995,M,79,2592,FALSE,2592
1995,M,80,2553,FALSE,2553
1995,M,81,2286,FALSE,2286
1995,M,82,2060,FALSE,2060
1995,M,83,1728,FALSE,1728
1995,M,84,1479,FALSE,1479
1995,M,85,1201,FALSE,1201
1995,M,86,1051,FALSE,1051
1995,M,87,763,FALSE,763
1995,M,88,674,FALSE,674
1995,M,89,575,FALSE,575
1995,M,90,1238,FALSE,1238
1996,F,0,11372,FALSE,11372
1996,F,1,11690,FALSE,11690
1996,F,2,12122,FALSE,12122
1996,F,3,12137,FALSE,12137
1996,F,4,12613,FALSE,12613
1996,F,5,12803,FALSE,12803
1996,F,6,12681,FALSE,12681
1996,F,7,12890,FALSE,12890
1996,F,8,13122,FALSE,13122
1996,F,9,13221,FALSE,13221
1996,F,10,13169,FALSE,13169
1996,F,11,13016,FALSE,13016
1996,F,12,13010,FALSE,13010
1996,F,13,12951,FALSE,12951
1996,F,14,12969,FALSE,12969
1996,F,15,13140,FALSE,13140
1996,F,16,13085,FALSE,13085
1996,F,17,12658,FALSE,12658
1996,F,18,11686,TRUE,11629
1996,F,19,11081,FALSE,11081
1996,F,20,11355,FALSE,11355
1996,F,21,11335,FALSE,11335
1996,F,22,11763,FALSE,11763
1996,F,23,12105,FALSE,12105
1996,F,24,12156,FALSE,12156
1996,F,25,12573,FALSE,12573
1996,F,26,12544,FALSE,12544
1996,F,27,12882,FALSE,12882
1996,F,28,12831,FALSE,12831
1996,F,29,12885,TRUE,12833
1996,F,30,13073,TRUE,12968
1996,F,31,13384,TRUE,13015
1996,F,32,13158,TRUE,12820
1996,F,33,12887,TRUE,12712
1996,F,34,12809,TRUE,12179
1996,F,35,12517,TRUE,12070
1996,F,36,12269,TRUE,11919
1996,F,37,11826,TRUE,11365
1996,F,38,11726,TRUE,11327
1996,F,39,11304,TRUE,10977
1996,F,40,10836,TRUE,10803
1996,F,41,10191,FALSE,10191
1996,F,42,10025,FALSE,10025
1996,F,43,10142,FALSE,10142
1996,F,44,9644,FALSE,9644
1996,F,45,9785,FALSE,9785
1996,F,46,9938,TRUE,9755
1996,F,47,9887,TRUE,9672
1996,F,48,10089,TRUE,9688
1996,F,49,10311,TRUE,9912
1996,F,50,9351,TRUE,9275
1996,F,51,9439,TRUE,9102
1996,F,52,9389,TRUE,9214
1996,F,53,9381,TRUE,9026
1996,F,54,8494,TRUE,8205
1996,F,55,7866,TRUE,7590
1996,F,56,7795,TRUE,7416
1996,F,57,7994,TRUE,7494
1996,F,58,7725,TRUE,7320
1996,F,59,7805,TRUE,7315
1996,F,60,7674,TRUE,7074
1996,F,61,7220,TRUE,6688
1996,F,62,7151,TRUE,6523
1996,F,63,7319,TRUE,6383
1996,F,64,7235,TRUE,6355
1996,F,65,7363,TRUE,6233
1996,F,66,7364,TRUE,6046
1996,F,67,7102,TRUE,5816
1996,F,68,6919,TRUE,5550
1996,F,69,7030,TRUE,5618
1996,F,70,6970,TRUE,5499
1996,F,71,6544,TRUE,5181
1996,F,72,6560,TRUE,4975
1996,F,73,6427,TRUE,4546
1996,F,74,6359,TRUE,4459
1996,F,75,6212,TRUE,4327
1996,F,76,5885,TRUE,4077
1996,F,77,4963,TRUE,3337
1996,F,78,4394,TRUE,2794
1996,F,79,4269,TRUE,2657
1996,F,80,4135,TRUE,2365
1996,F,81,4150,TRUE,2296
1996,F,82,3922,TRUE,2040
1996,F,83,3544,TRUE,1829
1996,F,84,3245,TRUE,1498
1996,F,85,2877,TRUE,1269
1996,F,86,2491,TRUE,1050
1996,F,87,2217,TRUE,878
1996,F,88,1911,TRUE,648
1996,F,89,1556,TRUE,553
1996,F,90,5511,TRUE,1346
1996,M,0,12296,TRUE,11372
1996,M,1,12341,TRUE,11690
1996,M,2,12437,TRUE,12122
1996,M,3,12608,TRUE,12137
1996,M,4,13256,TRUE,12613
1996,M,5,13397,TRUE,12803
1996,M,6,13419,TRUE,12681
1996,M,7,13592,TRUE,12890
1996,M,8,13789,TRUE,13122
1996,M,9,13939,TRUE,13221
1996,M,10,13816,TRUE,13169
1996,M,11,13774,TRUE,13016
1996,M,12,13461,TRUE,13010
1996,M,13,13522,TRUE,12951
1996,M,14,13111,TRUE,12969
1996,M,15,13463,TRUE,13140
1996,M,16,13531,TRUE,13085
1996,M,17,12702,TRUE,12658
1996,M,18,11629,FALSE,11629
1996,M,19,11129,TRUE,11081
1996,M,20,11817,TRUE,11355
1996,M,21,11738,TRUE,11335
1996,M,22,12341,TRUE,11763
1996,M,23,12697,TRUE,12105
1996,M,24,12599,TRUE,12156
1996,M,25,13008,TRUE,12573
1996,M,26,12813,TRUE,12544
1996,M,27,12945,TRUE,12882
1996,M,28,12915,TRUE,12831
1996,M,29,12833,FALSE,12833
1996,M,30,12968,FALSE,12968
1996,M,31,13015,FALSE,13015
1996,M,32,12820,FALSE,12820
1996,M,33,12712,FALSE,12712
1996,M,34,12179,FALSE,12179
1996,M,35,12070,FALSE,12070
1996,M,36,11919,FALSE,11919
1996,M,37,11365,FALSE,11365
1996,M,38,11327,FALSE,11327
1996,M,39,10977,FALSE,10977
1996,M,40,10803,FALSE,10803
1996,M,41,10404,TRUE,10191
1996,M,42,10323,TRUE,10025
1996,M,43,10180,TRUE,10142
1996,M,44,9680,TRUE,9644
1996,M,45,9793,TRUE,9785
1996,M,46,9755,FALSE,9755
1996,M,47,9672,FALSE,9672
1996,M,48,9688,FALSE,9688
1996,M,49,9912,FALSE,9912
1996,M,50,9275,FALSE,9275
1996,M,51,9102,FALSE,9102
1996,M,52,9214,FALSE,9214
1996,M,53,9026,FALSE,9026
1996,M,54,8205,FALSE,8205
1996,M,55,7590,FALSE,7590
1996,M,56,7416,FALSE,7416
1996,M,57,7494,FALSE,7494
1996,M,58,7320,FALSE,7320
1996,M,59,7315,FALSE,7315
1996,M,60,7074,FALSE,7074
1996,M,61,6688,FALSE,6688
1996,M,62,6523,FALSE,6523
1996,M,63,6383,FALSE,6383
1996,M,64,6355,FALSE,6355
1996,M,65,6233,FALSE,6233
1996,M,66,6046,FALSE,6046
1996,M,67,5816,FALSE,5816
1996,M,68,5550,FALSE,5550
1996,M,69,5618,FALSE,5618
1996,M,70,5499,FALSE,5499
1996,M,71,5181,FALSE,5181
1996,M,72,4975,FALSE,4975
1996,M,73,4546,FALSE,4546
1996,M,74,4459,FALSE,4459
1996,M,75,4327,FALSE,4327
1996,M,76,4077,FALSE,4077
1996,M,77,3337,FALSE,3337
1996,M,78,2794,FALSE,2794
1996,M,79,2657,FALSE,2657
1996,M,80,2365,FALSE,2365
1996,M,81,2296,FALSE,2296
1996,M,82,2040,FALSE,2040
1996,M,83,1829,FALSE,1829
1996,M,84,1498,FALSE,1498
1996,M,85,1269,FALSE,1269
1996,M,86,1050,FALSE,1050
1996,M,87,878,FALSE,878
1996,M,88,648,FALSE,648
1996,M,89,553,FALSE,553
1996,M,90,1346,FALSE,1346
1997,F,0,11978,FALSE,11978
1997,F,1,11426,FALSE,11426
1997,F,2,11678,FALSE,11678
1997,F,3,12097,FALSE,12097
1997,F,4,12175,FALSE,12175
1997,F,5,12595,FALSE,12595
1997,F,6,12794,FALSE,12794
1997,F,7,12699,FALSE,12699
1997,F,8,12889,FALSE,12889
1997,F,9,13111,FALSE,13111
1997,F,10,13199,FALSE,13199
1997,F,11,13194,FALSE,13194
1997,F,12,13093,FALSE,13093
1997,F,13,13043,FALSE,13043
1997,F,14,13006,FALSE,13006
1997,F,15,13023,FALSE,13023
1997,F,16,13112,FALSE,13112
1997,F,17,13014,FALSE,13014
1997,F,18,11826,FALSE,11826
1997,F,19,11228,FALSE,11228
1997,F,20,10794,FALSE,10794
1997,F,21,11239,FALSE,11239
1997,F,22,11318,FALSE,11318
1997,F,23,11630,FALSE,11630
1997,F,24,12139,FALSE,12139
1997,F,25,12042,FALSE,12042
1997,F,26,12669,FALSE,12669
1997,F,27,12649,FALSE,12649
1997,F,28,12953,TRUE,12912
1997,F,29,12954,TRUE,12940
1997,F,30,12985,TRUE,12845
1997,F,31,13088,TRUE,12928
1997,F,32,13493,TRUE,13062
1997,F,33,13216,TRUE,12905
1997,F,34,12931,TRUE,12655
1997,F,35,12904,TRUE,12202
1997,F,36,12662,TRUE,12198
1997,F,37,12334,TRUE,11974
1997,F,38,11908,TRUE,11404
1997,F,39,11800,TRUE,11395
1997,F,40,11330,TRUE,10917
1997,F,41,10874,TRUE,10823
1997,F,42,10199,FALSE,10199
1997,F,43,10045,FALSE,10045
1997,F,44,10133,FALSE,10133
1997,F,45,9661,FALSE,9661
1997,F,46,9786,FALSE,9786
1997,F,47,9956,TRUE,9757
1997,F,48,9901,TRUE,9690
1997,F,49,10102,TRUE,9692
1997,F,50,10314,TRUE,9869
1997,F,51,9340,TRUE,9254
1997,F,52,9427,TRUE,9066
1997,F,53,9378,TRUE,9184
1997,F,54,9372,TRUE,9007
1997,F,55,8486,TRUE,8192
1997,F,56,7836,TRUE,7552
1997,F,57,7773,TRUE,7372
1997,F,58,7970,TRUE,7446
1997,F,59,7687,TRUE,7257
1997,F,60,7789,TRUE,7262
1997,F,61,7620,TRUE,7007
1997,F,62,7187,TRUE,6641
1997,F,63,7112,TRUE,6443
1997,F,64,7267,TRUE,6257
1997,F,65,7135,TRUE,6259
1997,F,66,7308,TRUE,6098
1997,F,67,7253,TRUE,5904
1997,F,68,6984,TRUE,5654
1997,F,69,6820,TRUE,5376
1997,F,70,6906,TRUE,5455
1997,F,71,6811,TRUE,5258
1997,F,72,6405,TRUE,4957
1997,F,73,6408,TRUE,4741
1997,F,74,6197,TRUE,4331
1997,F,75,6157,TRUE,4188
1997,F,76,5983,TRUE,4065
1997,F,77,5621,TRUE,3798
1997,F,78,4732,TRUE,3106
1997,F,79,4162,TRUE,2554
1997,F,80,4040,TRUE,2418
1997,F,81,3869,TRUE,2132
1997,F,82,3862,TRUE,2055
1997,F,83,3581,TRUE,1795
1997,F,84,3230,TRUE,1594
1997,F,85,2919,TRUE,1275
1997,F,86,2555,TRUE,1071
1997,F,87,2166,TRUE,864
1997,F,88,1946,TRUE,720
1997,F,89,1644,TRUE,538
1997,F,90,5615,TRUE,1434
1997,M,0,12450,TRUE,11978
1997,M,1,12305,TRUE,11426
1997,M,2,12423,TRUE,11678
1997,M,3,12453,TRUE,12097
1997,M,4,12628,TRUE,12175
1997,M,5,13243,TRUE,12595
1997,M,6,13421,TRUE,12794
1997,M,7,13410,TRUE,12699
1997,M,8,13586,TRUE,12889
1997,M,9,13786,TRUE,13111
1997,M,10,13951,TRUE,13199
1997,M,11,13844,TRUE,13194
1997,M,12,13808,TRUE,13093
1997,M,13,13450,TRUE,13043
1997,M,14,13572,TRUE,13006
1997,M,15,13118,TRUE,13023
1997,M,16,13400,TRUE,13112
1997,M,17,13479,TRUE,13014
1997,M,18,11945,TRUE,11826
1997,M,19,11314,TRUE,11228
1997,M,20,11125,TRUE,10794
1997,M,21,11697,TRUE,11239
1997,M,22,11685,TRUE,11318
1997,M,23,12195,TRUE,11630
1997,M,24,12653,TRUE,12139
1997,M,25,12447,TRUE,12042
1997,M,26,13006,TRUE,12669
1997,M,27,12891,TRUE,12649
1997,M,28,12912,FALSE,12912
1997,M,29,12940,FALSE,12940
1997,M,30,12845,FALSE,12845
1997,M,31,12928,FALSE,12928
1997,M,32,13062,FALSE,13062
1997,M,33,12905,FALSE,12905
1997,M,34,12655,FALSE,12655
1997,M,35,12202,FALSE,12202
1997,M,36,12198,FALSE,12198
1997,M,37,11974,FALSE,11974
1997,M,38,11404,FALSE,11404
1997,M,39,11395,FALSE,11395
1997,M,40,10917,FALSE,10917
1997,M,41,10823,FALSE,10823
1997,M,42,10429,TRUE,10199
1997,M,43,10339,TRUE,10045
1997,M,44,10200,TRUE,10133
1997,M,45,9715,TRUE,9661
1997,M,46,9803,TRUE,9786
1997,M,47,9757,FALSE,9757
1997,M,48,9690,FALSE,9690
1997,M,49,9692,FALSE,9692
1997,M,50,9869,FALSE,9869
1997,M,51,9254,FALSE,9254
1997,M,52,9066,FALSE,9066
1997,M,53,9184,FALSE,9184
1997,M,54,9007,FALSE,9007
1997,M,55,8192,FALSE,8192
1997,M,56,7552,FALSE,7552
1997,M,57,7372,FALSE,7372
1997,M,58,7446,FALSE,7446
1997,M,59,7257,FALSE,7257
1997,M,60,7262,FALSE,7262
1997,M,61,7007,FALSE,7007
1997,M,62,6641,FALSE,6641
1997,M,63,6443,FALSE,6443
1997,M,64,6257,FALSE,6257
1997,M,65,6259,FALSE,6259
1997,M,66,6098,FALSE,6098
1997,M,67,5904,FALSE,5904
1997,M,68,5654,FALSE,5654
1997,M,69,5376,FALSE,5376
1997,M,70,5455,FALSE,5455
1997,M,71,5258,FALSE,5258
1997,M,72,4957,FALSE,4957
1997,M,73,4741,FALSE,4741
1997,M,74,4331,FALSE,4331
1997,M,75,4188,FALSE,4188
1997,M,76,4065,FALSE,4065
1997,M,77,3798,FALSE,3798
1997,M,78,3106,FALSE,3106
1997,M,79,2554,FALSE,2554
1997,M,80,2418,FALSE,2418
1997,M,81,2132,FALSE,2132
1997,M,82,2055,FALSE,2055
1997,M,83,1795,FALSE,1795
1997,M,84,1594,FALSE,1594
1997,M,85,1275,FALSE,1275
1997,M,86,1071,FALSE,1071
1997,M,87,864,FALSE,864
1997,M,88,720,FALSE,720
1997,M,89,538,FALSE,538
1997,M,90,1434,FALSE,1434
1998,F,0,11549,FALSE,11549
1998,F,1,11987,FALSE,11987
1998,F,2,11451,FALSE,11451
1998,F,3,11702,FALSE,11702
1998,F,4,12060,FALSE,12060
1998,F,5,12185,FALSE,12185
1998,F,6,12568,FALSE,12568
1998,F,7,12797,FALSE,12797
1998,F,8,12721,FALSE,12721
1998,F,9,12878,FALSE,12878
1998,F,10,13140,FALSE,13140
1998,F,11,13200,FALSE,13200
1998,F,12,13179,FALSE,13179
1998,F,13,13149,FALSE,13149
1998,F,14,13081,FALSE,13081
1998,F,15,13074,FALSE,13074
1998,F,16,13082,TRUE,13081
1998,F,17,13044,FALSE,13044
1998,F,18,11977,FALSE,11977
1998,F,19,11266,FALSE,11266
1998,F,20,11062,FALSE,11062
1998,F,21,10839,FALSE,10839
1998,F,22,11170,FALSE,11170
1998,F,23,11211,FALSE,11211
1998,F,24,11592,FALSE,11592
1998,F,25,12055,FALSE,12055
1998,F,26,12169,FALSE,12169
1998,F,27,12729,FALSE,12729
1998,F,28,12671,FALSE,12671
1998,F,29,13001,TRUE,12792
1998,F,30,13016,TRUE,12868
1998,F,31,13091,TRUE,12867
1998,F,32,13159,TRUE,12951
1998,F,33,13557,TRUE,13158
1998,F,34,13307,TRUE,12898
1998,F,35,12993,TRUE,12668
1998,F,36,12843,TRUE,12224
1998,F,37,12610,TRUE,12196
1998,F,38,12329,TRUE,11910
1998,F,39,11892,TRUE,11406
1998,F,40,11807,TRUE,11341
1998,F,41,11358,TRUE,10937
1998,F,42,10894,TRUE,10862
1998,F,43,10206,FALSE,10206
1998,F,44,10056,FALSE,10056
1998,F,45,10118,FALSE,10118
1998,F,46,9683,FALSE,9683
1998,F,47,9772,FALSE,9772
1998,F,48,9943,TRUE,9747
1998,F,49,9912,TRUE,9688
1998,F,50,10113,TRUE,9666
1998,F,51,10310,TRUE,9843
1998,F,52,9349,TRUE,9245
1998,F,53,9390,TRUE,9043
1998,F,54,9367,TRUE,9143
1998,F,55,9369,TRUE,8957
1998,F,56,8458,TRUE,8135
1998,F,57,7804,TRUE,7488
1998,F,58,7749,TRUE,7343
1998,F,59,7943,TRUE,7396
1998,F,60,7639,TRUE,7202
1998,F,61,7758,TRUE,7197
1998,F,62,7562,TRUE,6906
1998,F,63,7162,TRUE,6587
1998,F,64,7089,TRUE,6325
1998,F,65,7208,TRUE,6170
1998,F,66,7072,TRUE,6125
1998,F,67,7234,TRUE,5966
1998,F,68,7146,TRUE,5788
1998,F,69,6860,TRUE,5494
1998,F,70,6707,TRUE,5187
1998,F,71,6758,TRUE,5247
1998,F,72,6672,TRUE,5038
1998,F,73,6241,TRUE,4760
1998,F,74,6187,TRUE,4486
1998,F,75,5998,TRUE,4095
1998,F,76,5932,TRUE,3961
1998,F,77,5701,TRUE,3779
1998,F,78,5372,TRUE,3549
1998,F,79,4504,TRUE,2892
1998,F,80,3941,TRUE,2347
1998,F,81,3794,TRUE,2196
1998,F,82,3636,TRUE,1887
1998,F,83,3566,TRUE,1845
1998,F,84,3281,TRUE,1548
1998,F,85,2941,TRUE,1358
1998,F,86,2619,TRUE,1063
1998,F,87,2211,TRUE,900
1998,F,88,1865,TRUE,713
1998,F,89,1662,TRUE,576
1998,F,90,5795,TRUE,1535
1998,M,0,12025,TRUE,11549
1998,M,1,12445,TRUE,11987
1998,M,2,12356,TRUE,11451
1998,M,3,12419,TRUE,11702
1998,M,4,12448,TRUE,12060
1998,M,5,12630,TRUE,12185
1998,M,6,13264,TRUE,12568
1998,M,7,13405,TRUE,12797
1998,M,8,13408,TRUE,12721
1998,M,9,13599,TRUE,12878
1998,M,10,13790,TRUE,13140
1998,M,11,13978,TRUE,13200
1998,M,12,13882,TRUE,13179
1998,M,13,13828,TRUE,13149
1998,M,14,13449,TRUE,13081
1998,M,15,13605,TRUE,13074
1998,M,16,13081,FALSE,13081
1998,M,17,13331,TRUE,13044
1998,M,18,12550,TRUE,11977
1998,M,19,11477,TRUE,11266
1998,M,20,11089,TRUE,11062
1998,M,21,11051,TRUE,10839
1998,M,22,11521,TRUE,11170
1998,M,23,11462,TRUE,11211
1998,M,24,11969,TRUE,11592
1998,M,25,12436,TRUE,12055
1998,M,26,12388,TRUE,12169
1998,M,27,12959,TRUE,12729
1998,M,28,12711,TRUE,12671
1998,M,29,12792,FALSE,12792
1998,M,30,12868,FALSE,12868
1998,M,31,12867,FALSE,12867
1998,M,32,12951,FALSE,12951
1998,M,33,13158,FALSE,13158
1998,M,34,12898,FALSE,12898
1998,M,35,12668,FALSE,12668
1998,M,36,12224,FALSE,12224
1998,M,37,12196,FALSE,12196
1998,M,38,11910,FALSE,11910
1998,M,39,11406,FALSE,11406
1998,M,40,11341,FALSE,11341
1998,M,41,10937,FALSE,10937
1998,M,42,10862,FALSE,10862
1998,M,43,10476,TRUE,10206
1998,M,44,10363,TRUE,10056
1998,M,45,10216,TRUE,10118
1998,M,46,9741,TRUE,9683
1998,M,47,9823,TRUE,9772
1998,M,48,9747,FALSE,9747
1998,M,49,9688,FALSE,9688
1998,M,50,9666,FALSE,9666
1998,M,51,9843,FALSE,9843
1998,M,52,9245,FALSE,9245
1998,M,53,9043,FALSE,9043
1998,M,54,9143,FALSE,9143
1998,M,55,8957,FALSE,8957
1998,M,56,8135,FALSE,8135
1998,M,57,7488,FALSE,7488
1998,M,58,7343,FALSE,7343
1998,M,59,7396,FALSE,7396
1998,M,60,7202,FALSE,7202
1998,M,61,7197,FALSE,7197
1998,M,62,6906,FALSE,6906
1998,M,63,6587,FALSE,6587
1998,M,64,6325,FALSE,6325
1998,M,65,6170,FALSE,6170
1998,M,66,6125,FALSE,6125
1998,M,67,5966,FALSE,5966
1998,M,68,5788,FALSE,5788
1998,M,69,5494,FALSE,5494
1998,M,70,5187,FALSE,5187
1998,M,71,5247,FALSE,5247
1998,M,72,5038,FALSE,5038
1998,M,73,4760,FALSE,4760
1998,M,74,4486,FALSE,4486
1998,M,75,4095,FALSE,4095
1998,M,76,3961,FALSE,3961
1998,M,77,3779,FALSE,3779
1998,M,78,3549,FALSE,3549
1998,M,79,2892,FALSE,2892
1998,M,80,2347,FALSE,2347
1998,M,81,2196,FALSE,2196
1998,M,82,1887,FALSE,1887
1998,M,83,1845,FALSE,1845
1998,M,84,1548,FALSE,1548
1998,M,85,1358,FALSE,1358
1998,M,86,1063,FALSE,1063
1998,M,87,900,FALSE,900
1998,M,88,713,FALSE,713
1998,M,89,576,FALSE,576
1998,M,90,1535,FALSE,1535
1999,F,0,11328,FALSE,11328
1999,F,1,11490,FALSE,11490
1999,F,2,11925,FALSE,11925
1999,F,3,11490,FALSE,11490
1999,F,4,11706,FALSE,11706
1999,F,5,12037,FALSE,12037
1999,F,6,12221,FALSE,12221
1999,F,7,12500,FALSE,12500
1999,F,8,12754,FALSE,12754
1999,F,9,12705,FALSE,12705
1999,F,10,12840,FALSE,12840
1999,F,11,13148,FALSE,13148
1999,F,12,13194,FALSE,13194
1999,F,13,13184,FALSE,13184
1999,F,14,13191,FALSE,13191
1999,F,15,13085,FALSE,13085
1999,F,16,13110,FALSE,13110
1999,F,17,13083,TRUE,13056
1999,F,18,11971,FALSE,11971
1999,F,19,11330,FALSE,11330
1999,F,20,11011,FALSE,11011
1999,F,21,10932,TRUE,10769
1999,F,22,10830,FALSE,10830
1999,F,23,10917,FALSE,10917
1999,F,24,11161,TRUE,11154
1999,F,25,11415,FALSE,11415
1999,F,26,12069,FALSE,12069
1999,F,27,12235,TRUE,12180
1999,F,28,12774,TRUE,12705
1999,F,29,12671,TRUE,12519
1999,F,30,12972,TRUE,12567
1999,F,31,13045,TRUE,12726
1999,F,32,13101,TRUE,12740
1999,F,33,13147,TRUE,12900
1999,F,34,13599,TRUE,13083
1999,F,35,13335,TRUE,12866
1999,F,36,13027,TRUE,12678
1999,F,37,12859,TRUE,12209
1999,F,38,12625,TRUE,12168
1999,F,39,12344,TRUE,11869
1999,F,40,11894,TRUE,11380
1999,F,41,11815,TRUE,11353
1999,F,42,11361,TRUE,10903
1999,F,43,10884,TRUE,10862
1999,F,44,10201,FALSE,10201
1999,F,45,10062,FALSE,10062
1999,F,46,10125,FALSE,10125
1999,F,47,9714,FALSE,9714
1999,F,48,9743,FALSE,9743
1999,F,49,9949,TRUE,9745
1999,F,50,9922,TRUE,9677
1999,F,51,10102,TRUE,9632
1999,F,52,10279,TRUE,9818
1999,F,53,9329,TRUE,9237
1999,F,54,9348,TRUE,8998
1999,F,55,9351,TRUE,9114
1999,F,56,9327,TRUE,8923
1999,F,57,8416,TRUE,8083
1999,F,58,7765,TRUE,7434
1999,F,59,7727,TRUE,7267
1999,F,60,7914,TRUE,7337
1999,F,61,7615,TRUE,7137
1999,F,62,7727,TRUE,7108
1999,F,63,7481,TRUE,6822
1999,F,64,7108,TRUE,6487
1999,F,65,7042,TRUE,6217
1999,F,66,7128,TRUE,6036
1999,F,67,6982,TRUE,6009
1999,F,68,7135,TRUE,5802
1999,F,69,7023,TRUE,5603
1999,F,70,6727,TRUE,5318
1999,F,71,6582,TRUE,5018
1999,F,72,6608,TRUE,5055
1999,F,73,6523,TRUE,4798
1999,F,74,6070,TRUE,4553
1999,F,75,5979,TRUE,4225
1999,F,76,5782,TRUE,3835
1999,F,77,5718,TRUE,3690
1999,F,78,5434,TRUE,3507
1999,F,79,5113,TRUE,3288
1999,F,80,4284,TRUE,2678
1999,F,81,3711,TRUE,2115
1999,F,82,3498,TRUE,1955
1999,F,83,3332,TRUE,1668
1999,F,84,3276,TRUE,1583
1999,F,85,2926,TRUE,1338
1999,F,86,2609,TRUE,1158
1999,F,87,2284,TRUE,880
1999,F,88,1917,TRUE,707
1999,F,89,1561,TRUE,563
1999,F,90,5744,TRUE,1551
1999,M,0,11903,TRUE,11328
1999,M,1,12132,TRUE,11490
1999,M,2,12424,TRUE,11925
1999,M,3,12372,TRUE,11490
1999,M,4,12422,TRUE,11706
1999,M,5,12422,TRUE,12037
1999,M,6,12641,TRUE,12221
1999,M,7,13231,TRUE,12500
1999,M,8,13417,TRUE,12754
1999,M,9,13350,TRUE,12705
1999,M,10,13560,TRUE,12840
1999,M,11,13766,TRUE,13148
1999,M,12,13955,TRUE,13194
1999,M,13,13892,TRUE,13184
1999,M,14,13814,TRUE,13191
1999,M,15,13411,TRUE,13085
1999,M,16,13607,TRUE,13110
1999,M,17,13056,FALSE,13056
1999,M,18,12301,TRUE,11971
1999,M,19,11897,TRUE,11330
1999,M,20,11094,TRUE,11011
1999,M,21,10769,FALSE,10769
1999,M,22,10844,TRUE,10830
1999,M,23,11102,TRUE,10917
1999,M,24,11154,FALSE,11154
1999,M,25,11539,TRUE,11415
1999,M,26,12098,TRUE,12069
1999,M,27,12180,FALSE,12180
1999,M,28,12705,FALSE,12705
1999,M,29,12519,FALSE,12519
1999,M,30,12567,FALSE,12567
1999,M,31,12726,FALSE,12726
1999,M,32,12740,FALSE,12740
1999,M,33,12900,FALSE,12900
1999,M,34,13083,FALSE,13083
1999,M,35,12866,FALSE,12866
1999,M,36,12678,FALSE,12678
1999,M,37,12209,FALSE,12209
1999,M,38,12168,FALSE,12168
1999,M,39,11869,FALSE,11869
1999,M,40,11380,FALSE,11380
1999,M,41,11353,FALSE,11353
1999,M,42,10903,FALSE,10903
1999,M,43,10862,FALSE,10862
1999,M,44,10497,TRUE,10201
1999,M,45,10398,TRUE,10062
1999,M,46,10207,TRUE,10125
1999,M,47,9748,TRUE,9714
1999,M,48,9798,TRUE,9743
1999,M,49,9745,FALSE,9745
1999,M,50,9677,FALSE,9677
1999,M,51,9632,FALSE,9632
1999,M,52,9818,FALSE,9818
1999,M,53,9237,FALSE,9237
1999,M,54,8998,FALSE,8998
1999,M,55,9114,FALSE,9114
1999,M,56,8923,FALSE,8923
1999,M,57,8083,FALSE,8083
1999,M,58,7434,FALSE,7434
1999,M,59,7267,FALSE,7267
1999,M,60,7337,FALSE,7337
1999,M,61,7137,FALSE,7137
1999,M,62,7108,FALSE,7108
1999,M,63,6822,FALSE,6822
1999,M,64,6487,FALSE,6487
1999,M,65,6217,FALSE,6217
1999,M,66,6036,FALSE,6036
1999,M,67,6009,FALSE,6009
1999,M,68,5802,FALSE,5802
1999,M,69,5603,FALSE,5603
1999,M,70,5318,FALSE,5318
1999,M,71,5018,FALSE,5018
1999,M,72,5055,FALSE,5055
1999,M,73,4798,FALSE,4798
1999,M,74,4553,FALSE,4553
1999,M,75,4225,FALSE,4225
1999,M,76,3835,FALSE,3835
1999,M,77,3690,FALSE,3690
1999,M,78,3507,FALSE,3507
1999,M,79,3288,FALSE,3288
1999,M,80,2678,FALSE,2678
1999,M,81,2115,FALSE,2115
1999,M,82,1955,FALSE,1955
1999,M,83,1668,FALSE,1668
1999,M,84,1583,FALSE,1583
1999,M,85,1338,FALSE,1338
1999,M,86,1158,FALSE,1158
1999,M,87,880,FALSE,880
1999,M,88,707,FALSE,707
1999,M,89,563,FALSE,563
1999,M,90,1551,FALSE,1551
2000,F,0,10755,FALSE,10755
